user_text,age_group,sex,body_part,red_flags_present,duration_days,pain_score,symptom_count,primary_disease
"today i noticed dull headache, neck tightness, stress and pressure around head today. my pain score is 3 out of 10.",adult,not specified,head,yes,0,3,4,tension headache
"i feel fear, shortness of breath, racing heart, chest tightness and sweating for 4 days. my pain score is 6 out of 10.",child,male,chest/whole body,no,4,6,5,anxiety or panic attack
for the last few days i have had shortness of breath and fear for 1 day. my pain score is 2 out of 10.,child,not specified,chest/whole body,yes,1,2,2,anxiety or panic attack
"i am experiencing stomach cramps, vomiting, diarrhea, nausea, body aches, fever and dehydration for 2 days. my pain score is 7 out of 10.",older adult,female,abdomen,no,2,7,7,gastroenteritis
today i noticed fullness in ear and reduced hearing for 3 days. my pain score is 2 out of 10.,teen,female,ear/head,no,3,2,2,ear infection
"i am experiencing tooth pain, facial swelling, bad taste, pain chewing and one-sided headache for 6 days. my pain score is 3 out of 10.",older adult,male,mouth/face,yes,6,3,5,dental abscess
"my symptoms are right lower abdominal pain, loss of appetite, fever, nausea, abdominal tenderness, vomiting, pain worse with movement and diarrhea for 3 days. my pain score is 3 out of 10.",older adult,male,abdomen,no,3,3,8,appendicitis
"my symptoms are nausea, burning urination, fever, flank pain, chills, vomiting, blood in urine and confusion for 7 days. my pain score is 9 out of 10.",adult,male,back/abdomen,yes,7,9,8,kidney infection
"for the last few days i have had racing heart, chest tightness, fear and trembling for 2 days. my pain score is 2 out of 10.",child,female,chest/whole body,no,2,2,4,anxiety or panic attack
"today i noticed fatigue, productive cough, mild fever, chest discomfort and wheezing for 7 days. my pain score is 3 out of 10.",adult,female,chest,yes,7,3,5,bronchitis
"today i noticed fear, trembling, chest tightness, racing heart, sweating, tingling fingers and nausea for 6 days. my pain score is 5 out of 10.",child,male,chest/whole body,yes,6,5,7,anxiety or panic attack
"today i noticed bruising, difficulty moving and joint pain for 2 days. my pain score is 3 out of 10.",child,female,arm/leg,no,2,3,3,fracture or sprain
"i've got fever, ear pain, fullness in ear, reduced hearing and poor sleep for 2 days. my pain score is 3 out of 10.",adult,female,ear/head,yes,2,3,5,ear infection
"i am experiencing nausea, one-sided headache and sound sensitivity today. my pain score is 2 out of 10.",adult,male,head,no,0,2,3,migraine
"i have sore throat, loss of smell, fatigue and body aches for 2 days. my pain score is 1 out of 10.",teen,female,whole body,no,2,1,4,covid-like viral illness
"i am experiencing burning urination, fever, chills, vomiting and very unwell for 8 days. my pain score is 8 out of 10.",child,female,back/abdomen,yes,8,8,5,kidney infection
"i've got itchy rash, red patches, scaly skin, dry skin, oozing, sleep disturbance and cracked skin for 6 days. my pain score is 7 out of 10.",teen,male,skin,yes,6,7,7,eczema flare
"i feel shivering, very unwell, weakness, rapid breathing and cough for 2 days. my pain score is 9 out of 10.",adult,male,whole body,yes,2,9,5,sepsis
"for the last few days i have had gum swelling, bad taste and tooth pain for 2 days. my pain score is 3 out of 10.",adult,male,mouth/face,no,2,3,3,dental abscess
"my symptoms are diarrhea, stomach cramps and dizziness for 1 day. my pain score is 1 out of 10.",child,not specified,abdomen,no,1,1,3,food poisoning
"my symptoms are fever, very unwell, reduced urination, weakness, vomiting, rapid breathing and blue lips for 8 days. my pain score is 10 out of 10.",older adult,not specified,whole body,yes,8,10,7,sepsis
"for the last few days i have had watery eye, itchy eye, eye discharge and red eye for 1 day. my pain score is 3 out of 10.",older adult,not specified,eye,no,1,3,4,conjunctivitis
"my symptoms are lower abdominal pain, burning urination, frequent urination and loss of appetite today. my pain score is 3 out of 10.",teen,not specified,pelvis/abdomen,no,0,3,4,urinary tract infection
"i've got bad taste, facial swelling and light sensitivity for 1 day. my pain score is 1 out of 10.",adult,male,mouth/face,no,1,1,3,dental abscess
"i am experiencing hunger, shaking, headache, confusion, unconscious and cannot swallow for 3 days. my pain score is 10 out of 10.",adult,not specified,whole body,yes,3,10,6,hypoglycemia
i have swelling and skin pain today. my pain score is 2 out of 10.,older adult,female,skin/leg/arm,no,0,2,2,cellulitis
"i have blocked nose, runny nose, sinus pressure, cough, swelling of lips, difficulty breathing and shortness of breath today. my pain score is 9 out of 10.",adult,not specified,head,yes,0,9,7,allergic rhinitis
"i've got sneezing, runny nose, blocked nose and watery eyes for 2 days. my pain score is 1 out of 10.",teen,female,head,no,2,1,4,allergic rhinitis
"for the last few days i have had acid reflux, heartburn, burning chest discomfort, sour taste, nausea, worse lying down and cough after meals for 7 days. my pain score is 3 out of 10.",child,male,chest/abdomen,yes,7,3,7,gerd
"i have sound sensitivity, one-sided headache, light sensitivity, vomiting, dizziness, visual aura, neck stiffness and facial pressure for 5 days. my pain score is 7 out of 10.",teen,not specified,head,yes,5,7,8,migraine
"i've got frequent urination, cloudy urine, burning urination, blood in urine, fever, confusion and very unwell for 7 days. my pain score is 9 out of 10.",teen,not specified,pelvis/abdomen,yes,7,9,7,urinary tract infection
"i feel recent lifting, localized pain, pain worse with movement and muscle tightness for 1 day. my pain score is 1 out of 10.",child,male,back/arm/leg,no,1,1,4,muscle strain
i have chest tightness and trembling for 2 days. my pain score is 2 out of 10.,teen,female,chest/whole body,yes,2,2,2,anxiety or panic attack
"my symptoms are fever, light sensitivity, severe headache, neck stiffness, vomiting, drowsiness, rash, very unwell and non-blanching rash for 8 days. my pain score is 10 out of 10.",older adult,not specified,head/neck,yes,8,10,9,meningitis
"today i noticed runny nose, sneezing, blocked nose and watery eyes today. my pain score is 2 out of 10.",child,male,head,no,0,2,4,allergic rhinitis
"i've got fatigue, increased thirst and frequent urination for 2 days. my pain score is 2 out of 10.",teen,female,whole body,yes,2,2,3,hyperglycemia
"i feel trembling, shortness of breath and chest tightness for 2 days. my pain score is 1 out of 10.",older adult,female,chest/whole body,yes,2,1,3,anxiety or panic attack
"today i noticed wheezing, cough, waking at night, exercise trigger, needs reliever inhaler and productive cough for 5 days. my pain score is 7 out of 10.",teen,female,chest,no,5,7,6,asthma flare
i've got thick nasal discharge and headache today. my pain score is 1 out of 10.,adult,male,head,no,0,1,2,sinusitis
"i have frequent urination, increased thirst and blurred vision for 3 days. my pain score is 1 out of 10.",older adult,not specified,whole body,no,3,1,3,hyperglycemia
"today i noticed warm skin, skin pain, swelling, spreading redness, fever and pus for 4 days. my pain score is 4 out of 10.",adult,male,skin/leg/arm,yes,4,4,6,cellulitis
"i've got red eye, itchy eye and eye discharge for 2 days. my pain score is 1 out of 10.",adult,not specified,eye,no,2,1,3,conjunctivitis
"today i noticed pale skin, fatigue and dizziness for 3 days. my pain score is 3 out of 10.",older adult,not specified,whole body,yes,3,3,3,anemia
"for the last few days i have had fatigue, blurred vision and frequent urination for 2 days. my pain score is 2 out of 10.",child,not specified,whole body,no,2,2,3,hyperglycemia
"i am experiencing blocked nose, sneezing, runny nose, fever, fatigue and headache for 2 days. my pain score is 4 out of 10.",child,not specified,head/chest,no,2,4,6,common cold
"today i noticed stomach cramps, vomiting, ate suspicious food and nausea for 3 days. my pain score is 2 out of 10.",adult,not specified,abdomen,no,3,2,4,food poisoning
"i am experiencing dizziness, dry mouth and vomiting for 2 days. my pain score is 3 out of 10.",older adult,female,whole body,no,2,3,3,dehydration
i've got muscle tightness and pain worse with movement for 3 days. my pain score is 1 out of 10.,child,male,back/arm/leg,no,3,1,2,muscle strain
"today i noticed chills, body aches, loss of appetite, persistent chest pain and confusion for 11 days. my pain score is 7 out of 10.",adult,male,whole body,yes,11,7,5,influenza
"i feel dry cough, fever, fatigue, body aches and sore throat for 4 days. my pain score is 4 out of 10.",adult,male,whole body,no,4,4,5,influenza
"today i noticed stomach cramps, diarrhea, vomiting, fever, dehydration, severe dehydration and blood in stool for 13 days. my pain score is 10 out of 10.",child,male,abdomen,yes,13,10,7,food poisoning
"for the last few days i have had cloudy urine, lower abdominal pain, burning urination, blood in urine, back pain and fever for 2 days. my pain score is 7 out of 10.",child,female,pelvis/abdomen,no,2,7,6,urinary tract infection
i feel bruising and swelling for 2 days. my pain score is 1 out of 10.,older adult,male,arm/leg,yes,2,1,2,fracture or sprain
"i feel shortness of breath, chest pain when breathing, cough, chills, fatigue, severe shortness of breath and blue lips for 14 days. my pain score is 8 out of 10.",teen,female,chest,yes,14,8,7,pneumonia
"for the last few days i have had dull headache, stress, pressure around head, neck tightness and mild nausea for 3 days. my pain score is 3 out of 10.",adult,female,head,no,3,3,5,tension headache
"i feel nausea, chest tightness, chest pressure, sweating, pain spreading to arm, shortness of breath and severe shortness of breath for 10 days. my pain score is 10 out of 10.",adult,not specified,chest,yes,10,10,7,heart attack
my symptoms are sneezing and runny nose for 2 days. my pain score is 2 out of 10.,older adult,female,head,no,2,2,2,allergic rhinitis
"i've got sweating, shaking, headache, seizure and sudden confusion for 5 days. my pain score is 8 out of 10.",child,not specified,whole body,yes,5,8,5,hypoglycemia
"i have stress, pressure around head, neck tightness, dull headache, mild nausea, fatigue and dizziness for 5 days. my pain score is 6 out of 10.",adult,male,head,no,5,6,7,tension headache
"i am experiencing dry skin, red patches, scaly skin, itchy rash and swelling for 2 days. my pain score is 3 out of 10.",older adult,female,skin,no,2,3,5,eczema flare
"i am experiencing loss of appetite, right lower abdominal pain, vomiting, pain worse with movement, abdominal tenderness and diarrhea for 4 days. my pain score is 4 out of 10.",older adult,not specified,abdomen,no,4,4,6,appendicitis
"i have cough, chest tightness, needs reliever inhaler and waking at night for 4 days. my pain score is 6 out of 10.",adult,not specified,chest,no,4,6,4,asthma flare
"i've got sudden confusion, arm weakness, speech difficulty, face drooping, dizziness, vision trouble, cannot speak, weakness on one side and sweating for 11 days. my pain score is 8 out of 10.",child,male,head/face/arm,yes,11,8,9,stroke
"i've got dark urine, fatigue, thirst and dry mouth for 3 days. my pain score is 2 out of 10.",older adult,female,whole body,no,3,2,4,dehydration
"i feel neck stiffness, fever, drowsiness, vomiting and non-blanching rash today. my pain score is 7 out of 10.",older adult,male,head/neck,yes,0,7,5,meningitis
"i feel loss of appetite, upper abdominal pain, heartburn, indigestion, vomiting and right lower abdominal pain for 7 days. my pain score is 7 out of 10.",child,female,abdomen,no,7,7,6,gastritis
"i am experiencing stomach cramps, vomiting, body aches, blood in stool and confusion for 1 day. my pain score is 10 out of 10.",teen,male,abdomen,yes,1,10,5,gastroenteritis
"my symptoms are shaking, weakness, sweating, headache, fast heartbeat, confusion, cannot swallow, seizure and fatigue for 4 days. my pain score is 8 out of 10.",adult,not specified,whole body,yes,4,8,9,hypoglycemia
"today i noticed localized pain, pain worse with movement, recent lifting, muscle tightness, bruising, swelling and reduced range of motion for 4 days. my pain score is 3 out of 10.",teen,female,back/arm/leg,no,4,3,7,muscle strain
"i feel shaking, hunger and sweating today. my pain score is 3 out of 10.",child,female,whole body,yes,0,3,3,hypoglycemia
"i've got vomiting, stomach cramps, ate suspicious food, diarrhea, fever, dehydration and severe dehydration for 7 days. my pain score is 8 out of 10.",teen,male,abdomen,yes,7,8,7,food poisoning
"i've got facial pressure, blocked nose, headache and thick nasal discharge for 3 days. my pain score is 3 out of 10.",older adult,male,head,no,3,3,4,sinusitis
